Ad ID,ad_type,Product/Service Name,category,target_audience,platform,Impressions,Clicks,Conversions,ad_spend,Revenue,ad_duration,Location,Date
1974,Product-Based,Streaming Service,Finance,Adults,Radio,46176,1398,755,6353.94,29223.91,26,Berlin,23-03-2024 05:00
1975,Product-Based,Gourmet Food Delivery,Security,Professionals,Online,45538,7097,244,3544.03,47189.08,25,London,23-03-2024 06:00
1976,Service-Based,Fitness Membership,Electronics,Adults,Billboard,31711,1104,68,6010.68,47718.84,23,Los Angeles,23-03-2024 07:00
1977,Service-Based,Laptop,Health & Fitness,Professionals,Online,9934,2790,378,9092.02,48450.99,7,Tokyo,23-03-2024 08:00
1978,Product-Based,Travel Package,Electronics,Adults,Print Media,14285,7388,134,534.65,3534.68,14,Los Angeles,23-03-2024 09:00
1979,Product-Based,Laptop,Food & Beverage,Seniors,Online,17811,7051,752,7940.32,22283.69,17,Sydney,23-03-2024 10:00
1980,Service-Based,Laptop,Health & Fitness,Students,Billboard,18903,7263,472,9031.52,43938.48,15,Dubai,23-03-2024 11:00
1981,Product-Based,Education Course,Finance,Teens,Print Media,32407,8240,325,2284.72,40600.94,22,Dubai,23-03-2024 12:00
1982,Product-Based,Gourmet Food Delivery,Health & Fitness,Students,Social Media,9731,995,758,1320.4,20529.59,23,London,23-03-2024 13:00
1983,Product-Based,Gourmet Food Delivery,Electronics,Families,Radio,27452,4274,87,7607.3,28729.63,26,Sydney,23-03-2024 14:00
1984,Product-Based,Travel Package,Food & Beverage,Families,Print Media,19912,4595,551,1808.82,2272.46,16,Tokyo,23-03-2024 15:00
1985,Service-Based,Laptop,Security,Families,Social Media,45436,9212,452,802.9,17626.66,19,Dubai,23-03-2024 16:00
1986,Service-Based,E-commerce Platform,E-commerce,Adults,Online,47864,2609,443,5569.73,47438.72,5,Dubai,23-03-2024 17:00
1987,Product-Based,Education Course,E-commerce,Students,Billboard,33546,4264,426,7719.86,23465,3,London,23-03-2024 18:00
1988,Service-Based,Education Course,Health & Fitness,Families,TV,10539,5950,258,8489.33,2219.23,12,Sydney,23-03-2024 19:00
1989,Service-Based,Home Security,Food & Beverage,Teens,Billboard,38658,5481,992,1832.33,22978.35,21,Dubai,23-03-2024 20:00
1990,Product-Based,Fitness Membership,Health & Fitness,Adults,Social Media,42305,614,522,9772.98,34145.89,9,Sydney,23-03-2024 21:00
1991,Product-Based,Fitness Membership,Food & Beverage,Seniors,Online,8177,2804,258,7054.65,40631.48,20,Dubai,23-03-2024 22:00
1992,Product-Based,Laptop,Entertainment,Seniors,TV,23256,704,338,4524.89,6281.73,2,Mumbai,23-03-2024 23:00
1993,Product-Based,Education Course,Health & Fitness,Teens,Social Media,42495,5146,140,1982.83,41283.42,15,Sydney,24-03-2024 00:00
1994,Product-Based,Travel Package,Travel,Adults,Online,25101,2281,248,2804.61,31186.22,18,Mumbai,24-03-2024 01:00
1995,Service-Based,Education Course,Security,Students,TV,37526,9984,207,6394.78,7905.87,14,Dubai,24-03-2024 02:00
1996,Product-Based,Streaming Service,Health & Fitness,Professionals,Social Media,12676,8208,355,6478.92,23389.62,8,Tokyo,24-03-2024 03:00
1997,Service-Based,Fitness Membership,Education,Adults,TV,16632,8874,107,5873.43,44552.58,24,Tokyo,24-03-2024 04:00
1998,Service-Based,Insurance,E-commerce,Seniors,Social Media,34616,3558,313,7298.18,17798.25,16,New York,24-03-2024 05:00
1999,Service-Based,Insurance,Electronics,Seniors,Online,44406,5704,559,4822,36748.66,14,Tokyo,24-03-2024 06:00
2000,Service-Based,Streaming Service,Travel,Students,TV,33507,2621,16,7080.69,2393.14,21,New York,24-03-2024 07:00
2001,Product-Based,E-commerce Platform,Health & Fitness,Seniors,Radio,5033,3284,370,7004.07,42052.79,13,Dubai,24-03-2024 08:00
2002,Product-Based,Laptop,Entertainment,Families,Online,18784,8860,998,5782.63,41270.44,20,Tokyo,24-03-2024 09:00
2003,Product-Based,E-commerce Platform,Health & Fitness,Seniors,Online,22208,6724,974,9378.54,8534.85,28,London,24-03-2024 10:00
2004,Service-Based,Travel Package,Health & Fitness,Students,Billboard,25179,475,493,5215.35,48973.09,28,Toronto,24-03-2024 11:00
2005,Service-Based,Insurance,Entertainment,Seniors,Social Media,27881,4399,408,7948.77,25001.71,13,Berlin,24-03-2024 12:00
2006,Service-Based,Streaming Service,Food & Beverage,Families,Print Media,22492,3085,290,5595.41,43582.34,8,London,24-03-2024 13:00
2007,Service-Based,Laptop,Electronics,Students,Online,12004,103,720,7332.66,41189.69,7,Dubai,24-03-2024 14:00
2008,Service-Based,Fitness Membership,Electronics,Seniors,Radio,26065,7461,115,2861.08,39580.49,18,Mumbai,24-03-2024 15:00
2009,Service-Based,Travel Package,E-commerce,Families,Social Media,26399,9369,31,7249.64,28955.69,22,Los Angeles,24-03-2024 16:00
2010,Product-Based,Fitness Membership,Education,Teens,Online,23040,8251,574,7660.68,35337.33,16,New York,24-03-2024 17:00
2011,Service-Based,Education Course,E-commerce,Students,Radio,41262,5313,714,7464.3,47435,10,Dubai,24-03-2024 18:00
2012,Service-Based,Insurance,Health & Fitness,Families,Online,41919,3343,882,6567.07,6331.66,16,Los Angeles,24-03-2024 19:00
2013,Service-Based,Gourmet Food Delivery,Education,Families,Billboard,5881,2041,804,5282.72,20329.47,16,New York,24-03-2024 20:00
2014,Service-Based,Education Course,Travel,Families,Social Media,14274,3753,841,2137.59,14548.09,4,London,24-03-2024 21:00
2015,Product-Based,Streaming Service,Electronics,Families,Billboard,15185,4856,55,9808.65,49039.56,22,Toronto,24-03-2024 22:00
2016,Product-Based,Laptop,Entertainment,Students,Radio,9391,310,967,2685.01,45180.79,4,Los Angeles,24-03-2024 23:00
2017,Product-Based,Streaming Service,Health & Fitness,Seniors,Billboard,25605,9279,404,9795.45,39500.25,22,Tokyo,25-03-2024 00:00
2018,Product-Based,Insurance,Food & Beverage,Teens,Print Media,28610,6782,788,1422.56,41338.6,18,Tokyo,25-03-2024 01:00
2019,Product-Based,Education Course,Finance,Professionals,Social Media,44099,7124,543,1270.7,2718.27,8,New York,25-03-2024 02:00
2020,Product-Based,Fitness Membership,E-commerce,Seniors,Social Media,9532,8761,705,2711.72,49243.24,10,Toronto,25-03-2024 03:00
2021,Product-Based,Home Security,Food & Beverage,Teens,Billboard,1246,412,243,5081.58,38517.75,4,London,25-03-2024 04:00
2022,Product-Based,Gourmet Food Delivery,Food & Beverage,Families,Online,34478,9383,566,9463.65,12392.6,6,Dubai,25-03-2024 05:00
2023,Service-Based,E-commerce Platform,E-commerce,Students,Radio,30927,6171,585,922.98,25255.94,13,New York,25-03-2024 06:00
2024,Service-Based,Laptop,Health & Fitness,Seniors,Billboard,15674,9382,889,8002.18,40780.58,19,London,25-03-2024 07:00
2025,Product-Based,Education Course,Security,Adults,Radio,39919,8944,962,9546.91,4981.04,10,Tokyo,25-03-2024 08:00
2026,Service-Based,Home Security,Security,Adults,Billboard,48221,5644,331,4355.1,23987.41,9,London,25-03-2024 09:00
2027,Service-Based,Streaming Service,Education,Professionals,TV,7880,9843,566,2514.15,17013.31,9,Dubai,25-03-2024 10:00
2028,Service-Based,E-commerce Platform,Finance,Teens,Print Media,2687,3851,371,642,30240.6,1,London,25-03-2024 11:00
2029,Product-Based,Education Course,Health & Fitness,Families,TV,27007,678,58,5257.67,28795.87,10,Mumbai,25-03-2024 12:00
2030,Product-Based,Smartphone,E-commerce,Seniors,Billboard,6914,8205,843,7588.88,4817.32,29,Berlin,25-03-2024 13:00
2031,Product-Based,Home Security,Travel,Professionals,Billboard,3331,2452,965,4728.1,48910.62,21,Los Angeles,25-03-2024 14:00
2032,Service-Based,Laptop,Travel,Students,Print Media,1192,7187,772,6588.18,42761.42,15,Toronto,25-03-2024 15:00
2033,Product-Based,Home Security,Health & Fitness,Professionals,Online,25543,2737,565,5948.79,48666.07,26,Los Angeles,25-03-2024 16:00
2034,Service-Based,Home Security,Entertainment,Families,Online,48389,7283,848,5900.85,33657.17,10,London,25-03-2024 17:00
2035,Service-Based,Laptop,Health & Fitness,Teens,Print Media,48415,1303,830,9284.61,33276.53,7,Sydney,25-03-2024 18:00
2036,Product-Based,Education Course,Electronics,Seniors,Online,48308,6750,988,1396.89,25295.23,24,Toronto,25-03-2024 19:00
2037,Product-Based,Fitness Membership,Travel,Teens,Online,5519,9487,178,1860.74,39614.14,1,Tokyo,25-03-2024 20:00
2038,Service-Based,Smartphone,Security,Adults,Print Media,28549,7876,423,7089.79,40061.62,14,Toronto,25-03-2024 21:00
2039,Product-Based,Travel Package,E-commerce,Professionals,Radio,33860,5259,173,3321.74,5979.4,22,Tokyo,25-03-2024 22:00
2040,Service-Based,Laptop,Electronics,Teens,TV,39815,7244,535,7797.46,22290.6,23,Los Angeles,25-03-2024 23:00
2041,Product-Based,Fitness Membership,Finance,Teens,Billboard,18536,9596,39,9676.08,24662.29,26,Tokyo,26-03-2024 00:00
2042,Product-Based,Streaming Service,Travel,Professionals,Billboard,20257,2051,471,4787.35,8057.73,4,Tokyo,26-03-2024 01:00
2043,Product-Based,Home Security,Education,Students,TV,38929,4873,524,3907.48,33906.89,17,New York,26-03-2024 02:00
2044,Service-Based,Laptop,Electronics,Students,TV,42122,6953,772,2624.17,8983.64,1,Toronto,26-03-2024 03:00
2045,Service-Based,Education Course,Entertainment,Families,Online,37601,6042,431,4948.19,7059.22,11,Los Angeles,26-03-2024 04:00
2046,Service-Based,Laptop,Entertainment,Professionals,Print Media,9009,2211,632,7079,36282.28,3,Dubai,26-03-2024 05:00
2047,Service-Based,Education Course,Security,Seniors,Print Media,2771,2692,274,8782.48,46484.28,2,Toronto,26-03-2024 06:00
2048,Product-Based,Streaming Service,Security,Seniors,Print Media,24352,2782,645,2274.32,6026.18,20,Sydney,26-03-2024 07:00
2049,Service-Based,Smartphone,Food & Beverage,Seniors,Print Media,46160,919,738,5294.62,32549.43,1,Dubai,26-03-2024 08:00
2050,Product-Based,Laptop,Entertainment,Professionals,Print Media,10221,6674,671,9712.24,8363.15,17,Sydney,26-03-2024 09:00
2051,Product-Based,Laptop,Finance,Students,Social Media,48643,5016,280,4002.12,40958.78,19,Berlin,26-03-2024 10:00
2052,Product-Based,E-commerce Platform,Food & Beverage,Teens,Social Media,36676,7509,843,4643.79,14666.84,26,New York,26-03-2024 11:00
2053,Product-Based,Insurance,Electronics,Professionals,TV,20149,6312,910,5870.9,25174.69,2,Tokyo,26-03-2024 12:00
2054,Service-Based,Gourmet Food Delivery,Entertainment,Teens,Print Media,40464,8551,766,7567.97,1539.26,22,Toronto,26-03-2024 13:00
2055,Service-Based,E-commerce Platform,Food & Beverage,Professionals,Radio,29544,4318,71,8563.67,12909.7,8,Los Angeles,26-03-2024 14:00
2056,Product-Based,Travel Package,Finance,Adults,TV,38459,9079,91,3699.23,27183.18,5,Berlin,26-03-2024 15:00
2057,Service-Based,Insurance,Health & Fitness,Adults,Print Media,21736,3956,844,9752.98,29701.07,28,Berlin,26-03-2024 16:00
2058,Service-Based,Gourmet Food Delivery,Security,Teens,TV,37068,1015,493,9951.21,18114.7,9,Mumbai,26-03-2024 17:00
2059,Service-Based,Travel Package,Education,Seniors,Billboard,29976,8620,819,2784.59,7922.74,20,Mumbai,26-03-2024 18:00
2060,Service-Based,Streaming Service,Food & Beverage,Seniors,Online,28975,498,502,8338.77,37606.53,5,Toronto,26-03-2024 19:00
2061,Product-Based,Travel Package,Entertainment,Teens,Billboard,17876,9229,208,8766.06,25793.6,11,Toronto,26-03-2024 20:00
2062,Service-Based,Education Course,Security,Families,Billboard,39525,4810,446,1560.99,4833.17,12,Tokyo,26-03-2024 21:00
2063,Product-Based,Gourmet Food Delivery,Travel,Seniors,Billboard,33080,1413,584,3597.76,24521.33,11,Sydney,26-03-2024 22:00
2064,Service-Based,Fitness Membership,Travel,Adults,Online,10596,5690,883,723.69,4624,8,Sydney,26-03-2024 23:00
2065,Service-Based,E-commerce Platform,Electronics,Adults,Social Media,19275,2835,357,8640.97,15065.59,10,Toronto,27-03-2024 00:00
2066,Service-Based,Laptop,Entertainment,Students,Print Media,44051,6874,925,2484.88,16225.51,11,Dubai,27-03-2024 01:00
2067,Service-Based,Home Security,Security,Families,TV,11005,5302,596,5651.33,31215.71,3,New York,27-03-2024 02:00
2068,Service-Based,Education Course,Entertainment,Professionals,Online,29656,4316,458,3265.74,38579.3,23,Berlin,27-03-2024 03:00
2069,Product-Based,Laptop,Travel,Adults,Online,45415,1683,267,4096.9,32873.89,16,Los Angeles,27-03-2024 04:00
2070,Product-Based,Gourmet Food Delivery,Health & Fitness,Professionals,Radio,38665,7876,669,1892.28,3033.81,1,Los Angeles,27-03-2024 05:00
2071,Product-Based,E-commerce Platform,Health & Fitness,Adults,TV,43913,581,71,6897.41,4983.41,13,Mumbai,27-03-2024 06:00
2072,Product-Based,Smartphone,Electronics,Teens,Social Media,17770,4340,777,3418.79,45615.93,18,Toronto,27-03-2024 07:00
2073,Service-Based,Travel Package,Education,Professionals,Online,39807,6670,162,5779.16,10579.27,24,New York,27-03-2024 08:00
2074,Product-Based,Travel Package,Entertainment,Teens,Online,9620,6060,24,4280.45,15076.06,20,Tokyo,27-03-2024 09:00
2075,Service-Based,Insurance,Security,Seniors,Social Media,25686,7106,847,3082.82,47144.24,13,London,27-03-2024 10:00
2076,Product-Based,Home Security,Finance,Adults,Online,26416,5513,918,9945.79,13763.83,3,Sydney,27-03-2024 11:00
2077,Service-Based,Streaming Service,Security,Adults,Social Media,12081,3829,694,9002.55,9701.78,7,Mumbai,27-03-2024 12:00
2078,Product-Based,Travel Package,Food & Beverage,Adults,Billboard,37367,8838,460,8725.57,31302.7,8,London,27-03-2024 13:00
2079,Service-Based,Gourmet Food Delivery,E-commerce,Adults,Online,5156,6146,771,7505.9,14539.78,21,Los Angeles,27-03-2024 14:00
2080,Product-Based,Gourmet Food Delivery,Security,Professionals,Online,25457,2613,60,1912.82,19314.68,22,Berlin,27-03-2024 15:00
2081,Service-Based,Fitness Membership,Travel,Adults,Print Media,48185,293,966,2641.15,3123.83,2,Mumbai,27-03-2024 16:00
2082,Product-Based,Smartphone,Security,Families,Online,44698,2184,974,5139.63,29635.52,19,London,27-03-2024 17:00
2083,Service-Based,Home Security,Food & Beverage,Seniors,Print Media,3475,6996,845,7926.03,46454.13,2,Mumbai,27-03-2024 18:00
2084,Product-Based,Smartphone,Health & Fitness,Families,TV,10768,2902,467,8491.5,31126.03,8,Dubai,27-03-2024 19:00
2085,Service-Based,Education Course,Entertainment,Families,TV,49467,5639,226,5088.7,16386.23,26,Sydney,27-03-2024 20:00
2086,Service-Based,Fitness Membership,Electronics,Students,TV,10461,4298,110,3922.98,30947.31,25,Dubai,27-03-2024 21:00
2087,Service-Based,Fitness Membership,E-commerce,Teens,Billboard,40322,3933,216,7357.84,5305.09,4,Toronto,27-03-2024 22:00
2088,Service-Based,Smartphone,Health & Fitness,Teens,Online,11908,6254,162,1663.86,20215.79,11,New York,27-03-2024 23:00
2089,Service-Based,E-commerce Platform,Security,Families,TV,21787,6613,230,4148.32,35214.71,19,New York,28-03-2024 00:00
2090,Product-Based,Fitness Membership,E-commerce,Seniors,Radio,47537,6191,508,5624.93,2509.67,27,Sydney,28-03-2024 01:00
2091,Product-Based,Smartphone,Entertainment,Students,Social Media,41340,1826,141,7112.44,49357.15,28,Tokyo,28-03-2024 02:00
2092,Service-Based,Home Security,Education,Seniors,Radio,35549,7652,540,1058.6,34219.66,2,New York,28-03-2024 03:00
2093,Product-Based,Travel Package,E-commerce,Professionals,Social Media,35229,563,692,9088.12,9806.93,29,Los Angeles,28-03-2024 04:00
2094,Product-Based,Smartphone,Security,Seniors,TV,7432,5483,350,4088.54,19598.66,5,Toronto,28-03-2024 05:00
2095,Service-Based,Smartphone,Security,Adults,Online,8179,2360,395,9023.3,20539.98,21,Mumbai,28-03-2024 06:00
2096,Product-Based,Fitness Membership,Travel,Families,Print Media,22796,3326,544,4162.62,23867.67,15,Dubai,28-03-2024 07:00
2097,Service-Based,Travel Package,Finance,Teens,Social Media,16011,5556,566,5206.45,39085.54,17,Berlin,28-03-2024 08:00
2098,Product-Based,Streaming Service,Entertainment,Families,Print Media,45653,4820,491,3724.38,47958.23,25,Berlin,28-03-2024 09:00
2099,Service-Based,Home Security,Education,Seniors,Print Media,2340,1203,439,3646,4243.21,19,Los Angeles,28-03-2024 10:00
2100,Product-Based,Smartphone,Finance,Professionals,Billboard,48643,6888,678,561.15,44659.59,7,Berlin,28-03-2024 11:00
2101,Service-Based,Gourmet Food Delivery,Finance,Professionals,Online,28522,1834,332,2598.78,2028.83,27,Dubai,28-03-2024 12:00
2102,Service-Based,Home Security,Food & Beverage,Seniors,Social Media,19941,9143,225,5760.43,16343.5,10,London,28-03-2024 13:00
2103,Product-Based,Travel Package,Entertainment,Teens,Print Media,38564,341,339,2124.21,8547.56,6,New York,28-03-2024 14:00
2104,Product-Based,Gourmet Food Delivery,Security,Adults,Online,23193,1717,942,8160.26,14718.92,13,New York,28-03-2024 15:00
2105,Product-Based,Gourmet Food Delivery,E-commerce,Adults,Billboard,44115,9333,267,2651.99,23198.51,18,Sydney,28-03-2024 16:00
2106,Product-Based,E-commerce Platform,E-commerce,Adults,Radio,4953,5425,623,509.31,13937.07,21,Sydney,28-03-2024 17:00
2107,Service-Based,Gourmet Food Delivery,Finance,Families,Online,33971,2879,952,5005.99,9476.19,16,Mumbai,28-03-2024 18:00
2108,Product-Based,Home Security,Health & Fitness,Students,Social Media,12407,2627,347,6404.45,38997.11,23,Tokyo,28-03-2024 19:00
2109,Service-Based,Travel Package,Travel,Professionals,Social Media,44121,4751,593,7877.09,45930.89,8,New York,28-03-2024 20:00
2110,Product-Based,Insurance,Security,Seniors,Print Media,28554,3017,582,5705.5,29368.2,20,Sydney,28-03-2024 21:00
2111,Product-Based,Education Course,Travel,Teens,Radio,28209,7179,699,1956.26,4774.58,3,Los Angeles,28-03-2024 22:00
2112,Service-Based,Education Course,Electronics,Students,TV,39206,6505,621,9795.74,3107.47,22,Berlin,28-03-2024 23:00
2113,Product-Based,Smartphone,Food & Beverage,Professionals,Radio,9089,5631,340,7112.2,35652.3,23,Toronto,29-03-2024 00:00
2114,Service-Based,Education Course,Education,Adults,Radio,37481,9199,836,7303.12,42836.44,24,London,29-03-2024 01:00
2115,Product-Based,Gourmet Food Delivery,Health & Fitness,Adults,Billboard,49764,225,698,8374.26,41910.89,26,Mumbai,29-03-2024 02:00
2116,Product-Based,Laptop,Travel,Professionals,Social Media,16759,2494,545,4805.89,1097.38,7,Berlin,29-03-2024 03:00
2117,Service-Based,Education Course,Electronics,Students,Online,43559,297,145,6709.54,45245.67,21,New York,29-03-2024 04:00
2118,Service-Based,Insurance,E-commerce,Professionals,Print Media,30699,7185,963,2271.73,45654.84,23,Mumbai,29-03-2024 05:00
2119,Service-Based,Laptop,Finance,Students,TV,29097,3875,72,3104.14,1039.24,5,Mumbai,29-03-2024 06:00
2120,Product-Based,Laptop,Security,Seniors,Social Media,39890,7231,730,7251.46,5884.55,25,Toronto,29-03-2024 07:00
2121,Service-Based,Insurance,Entertainment,Adults,Online,4687,4887,576,8792.9,35414.26,5,New York,29-03-2024 08:00
2122,Service-Based,Insurance,Electronics,Families,TV,48085,7597,500,5966.6,41727.99,6,Mumbai,29-03-2024 09:00
2123,Service-Based,E-commerce Platform,Travel,Students,Radio,13348,1031,991,2785.15,12232.71,6,Tokyo,29-03-2024 10:00
2124,Service-Based,Laptop,Electronics,Seniors,Online,5482,9822,171,5881.97,7924.05,4,Los Angeles,29-03-2024 11:00
2125,Product-Based,Insurance,Education,Professionals,Print Media,11519,1620,477,1031.01,40959.13,18,Mumbai,29-03-2024 12:00
2126,Service-Based,Smartphone,E-commerce,Professionals,Print Media,43625,9470,46,4146.41,35221.4,3,Mumbai,29-03-2024 13:00
2127,Product-Based,Streaming Service,E-commerce,Students,Online,16013,7019,439,2993.98,46694.91,12,New York,29-03-2024 14:00
2128,Service-Based,Laptop,E-commerce,Students,Billboard,20715,1225,92,5972.33,5456.91,21,Tokyo,29-03-2024 15:00
2129,Service-Based,Laptop,Finance,Students,Social Media,24183,9468,367,4021.9,21350.11,26,New York,29-03-2024 16:00
2130,Service-Based,Smartphone,Security,Teens,Print Media,17868,220,371,2444.05,9253.97,8,Tokyo,29-03-2024 17:00
2131,Service-Based,Education Course,Finance,Teens,TV,20584,3099,759,8435.33,13131.81,27,Mumbai,29-03-2024 18:00
2132,Product-Based,Gourmet Food Delivery,E-commerce,Families,TV,44422,4500,48,869.04,24210.52,3,Sydney,29-03-2024 19:00
2133,Product-Based,Laptop,E-commerce,Professionals,TV,21377,5268,751,9175.78,14790.75,13,Los Angeles,29-03-2024 20:00
2134,Service-Based,Laptop,Security,Teens,Billboard,18005,3054,334,3251.04,9860.94,8,New York,29-03-2024 21:00
2135,Service-Based,Travel Package,Education,Adults,Social Media,21752,6685,444,6150.55,34578.14,25,Mumbai,29-03-2024 22:00
2136,Product-Based,Travel Package,Travel,Families,Billboard,43654,9083,334,1650.93,22943.16,4,Sydney,29-03-2024 23:00
2137,Product-Based,Laptop,Security,Professionals,Social Media,47965,4856,929,6197.69,4838.12,3,Los Angeles,30-03-2024 00:00
2138,Product-Based,Streaming Service,Education,Teens,Radio,20931,8798,73,3664.12,27439.19,24,Toronto,30-03-2024 01:00
2139,Product-Based,Smartphone,Finance,Seniors,Online,12552,7043,445,9691.53,12449.88,29,Berlin,30-03-2024 02:00
2140,Service-Based,Fitness Membership,Food & Beverage,Professionals,TV,33124,5474,635,5562.66,3815.57,7,Mumbai,30-03-2024 03:00
2141,Product-Based,Education Course,E-commerce,Teens,Print Media,18763,8084,751,9551.54,26564.88,13,New York,30-03-2024 04:00
2142,Product-Based,Gourmet Food Delivery,Health & Fitness,Professionals,Billboard,40065,6116,526,4542.87,46643.79,16,New York,30-03-2024 05:00
2143,Product-Based,Home Security,Education,Teens,Print Media,28567,3996,877,1868.34,46257.43,20,New York,30-03-2024 06:00
2144,Service-Based,Streaming Service,Health & Fitness,Adults,Radio,40582,2241,790,2682.71,23605.08,8,Los Angeles,30-03-2024 07:00
2145,Service-Based,E-commerce Platform,Travel,Seniors,TV,35728,5074,951,5627.56,18054.44,15,Tokyo,30-03-2024 08:00
2146,Service-Based,Home Security,Travel,Professionals,TV,35892,807,54,6891.8,37749.53,26,Dubai,30-03-2024 09:00
2147,Service-Based,Education Course,Travel,Professionals,Online,19140,1928,194,4428.68,34438.76,9,Los Angeles,30-03-2024 10:00
2148,Product-Based,Smartphone,Health & Fitness,Professionals,Print Media,30886,605,707,2162.64,45332.35,11,Dubai,30-03-2024 11:00
2149,Service-Based,Home Security,Health & Fitness,Students,Social Media,12750,1236,713,4195.19,8268.15,21,New York,30-03-2024 12:00
2150,Service-Based,Gourmet Food Delivery,Electronics,Professionals,Social Media,48059,2639,849,8791.12,21392.74,17,Sydney,30-03-2024 13:00
2151,Service-Based,Fitness Membership,E-commerce,Adults,Billboard,48364,4645,233,6534.46,28873.79,3,London,30-03-2024 14:00
2152,Product-Based,Streaming Service,Food & Beverage,Students,Billboard,9630,8319,148,8725.04,29959.64,18,Toronto,30-03-2024 15:00
2153,Product-Based,Insurance,Food & Beverage,Seniors,Billboard,35645,8927,111,3085.25,37147.69,19,Mumbai,30-03-2024 16:00
2154,Product-Based,Laptop,Travel,Families,Print Media,5648,3246,835,7071.79,27038.39,6,Los Angeles,30-03-2024 17:00
2155,Service-Based,Travel Package,Electronics,Families,Social Media,35360,4660,989,1752.2,48173.14,4,Toronto,30-03-2024 18:00
2156,Product-Based,Smartphone,Health & Fitness,Professionals,Radio,8157,5553,493,4914.28,25170.25,19,Mumbai,30-03-2024 19:00
2157,Service-Based,Insurance,Security,Professionals,TV,47906,2099,388,5360.53,7381.27,4,Tokyo,30-03-2024 20:00
2158,Product-Based,Home Security,Health & Fitness,Professionals,Online,27761,5176,427,6948.47,22275.35,28,Tokyo,30-03-2024 21:00
2159,Service-Based,Education Course,Travel,Adults,TV,49218,7394,555,5245.46,44406.47,20,Berlin,30-03-2024 22:00
2160,Service-Based,Home Security,E-commerce,Families,Print Media,27264,2179,441,9882.05,41290.72,28,Los Angeles,30-03-2024 23:00
2161,Product-Based,Smartphone,Health & Fitness,Students,Online,44814,2962,727,6969.53,45773.06,8,New York,31-03-2024 00:00
2162,Service-Based,Fitness Membership,Security,Teens,TV,28570,5159,30,2015.98,22409.7,10,Toronto,31-03-2024 01:00
2163,Product-Based,Smartphone,Education,Teens,Radio,5936,4466,738,6344.27,48394.61,2,Toronto,31-03-2024 02:00
2164,Product-Based,Travel Package,Electronics,Adults,Online,2409,7640,80,2843.39,19415.16,14,Tokyo,31-03-2024 03:00
2165,Service-Based,Streaming Service,Electronics,Teens,Print Media,16241,9466,544,7874.88,41735.04,4,Tokyo,31-03-2024 04:00
2166,Product-Based,Home Security,E-commerce,Adults,Social Media,27127,513,894,2222.22,30261.72,2,Los Angeles,31-03-2024 05:00
2167,Product-Based,Laptop,Security,Teens,Billboard,21526,2838,991,6302.76,33577.53,19,Dubai,31-03-2024 06:00
2168,Product-Based,Home Security,Travel,Families,Online,30605,3929,206,2181.76,19019.63,8,Mumbai,31-03-2024 07:00
2169,Service-Based,Streaming Service,Education,Professionals,Billboard,41341,7593,466,6715.32,49038.83,23,Tokyo,31-03-2024 08:00
2170,Service-Based,Streaming Service,Finance,Teens,Billboard,30985,4086,67,4739.97,16241.41,22,Tokyo,31-03-2024 09:00
2171,Service-Based,Home Security,Security,Families,TV,42051,3705,773,5959.57,4273.27,20,Dubai,31-03-2024 10:00
2172,Product-Based,Insurance,Travel,Seniors,Billboard,42042,8181,264,1757.18,28448.21,11,New York,31-03-2024 11:00
2173,Service-Based,Gourmet Food Delivery,Education,Seniors,Social Media,48762,7742,496,1291.13,40570.22,1,New York,31-03-2024 12:00
2174,Product-Based,Smartphone,Electronics,Families,Social Media,47275,2194,516,6311.86,2634.69,27,London,31-03-2024 13:00
2175,Product-Based,Fitness Membership,Travel,Teens,Social Media,1856,3278,563,9823.44,25907.93,1,Sydney,31-03-2024 14:00
2176,Service-Based,Education Course,E-commerce,Seniors,Print Media,48029,8906,196,2464.37,44306.83,15,Toronto,31-03-2024 15:00
2177,Service-Based,Smartphone,Entertainment,Seniors,TV,3463,822,259,6406.6,22872.02,29,Dubai,31-03-2024 16:00
2178,Service-Based,Insurance,Finance,Families,Social Media,11445,7617,307,7103.04,1563.16,2,Toronto,31-03-2024 17:00
2179,Service-Based,Streaming Service,E-commerce,Teens,Radio,9091,4147,336,5672.6,7453.26,4,Los Angeles,31-03-2024 18:00
2180,Service-Based,Travel Package,Travel,Families,Online,36364,1249,121,4498.84,49140.82,19,Dubai,31-03-2024 19:00
2181,Service-Based,E-commerce Platform,Finance,Seniors,Social Media,27302,9662,800,2827.1,42678.99,25,New York,31-03-2024 20:00
2182,Service-Based,Fitness Membership,Health & Fitness,Families,TV,8413,5918,551,5949.14,8613.21,28,Los Angeles,31-03-2024 21:00
2183,Product-Based,Gourmet Food Delivery,Health & Fitness,Seniors,Billboard,37059,972,355,7327.13,28995.29,26,Mumbai,31-03-2024 22:00
2184,Service-Based,Travel Package,Education,Students,Radio,34619,816,138,688.38,13663.3,16,Mumbai,31-03-2024 23:00
2185,Product-Based,Travel Package,Health & Fitness,Students,Online,9866,2322,356,5094.08,28887.68,27,Sydney,01-04-2024 00:00
2186,Product-Based,Education Course,Electronics,Teens,Print Media,23302,4661,260,4227.05,43160.06,13,Los Angeles,01-04-2024 01:00
2187,Service-Based,E-commerce Platform,Electronics,Students,Online,8343,6852,881,579.16,49390.84,5,Sydney,01-04-2024 02:00
